id,Decision_Date,Employer,City_State,Case_Status,Job_Title,Wage_Offer
A-12110-55858,2012-06-22,"Advanced Radiation Physics Service, Inc.","Sugar Land, TX",Certified,"Health Diagnosing And Treating Practitioners, All Other, Level I",90000/yr
A-12079-47284,2012-06-21,"Atlantis Rehabilitation & Rhcf, LLC.","Brooklyn, NY",Certified,"Recreational Therapists, Level III",48755.2/yr
A-12107-54727,2012-06-21,Bloomberg L.p.,"New York, NY",Certified,"Software Developers, Applications, Level II",90000/yr
A-11216-97581,2012-06-20,"Formosa Plastics Corporation, U.s.a.","Livingston, NJ",Certified,"Operations Research Analysts, Level I",63780/yr
A-12100-52821,2012-06-20,"Psi Family Services, Inc.","Bethesda, MD",Certified,"Accountant, Level III",80849.6/yr
A-12101-53314,2012-06-20,"Hsu's Ginseng Enterprises, Inc.","Wausau, WI",Certified,"Purchasing Managers, Level IV",72924.8/yr
A-12104-54524,2012-06-20,"Aecom Technical Services, Inc.","New York, NY",Certified,"Software Developers, Applications, Level II",85530/yr
A-12107-54861,2012-06-20,Jou Music Institute,"San Jose, CA",Certified,"Instructional Coordinators, Level I",40539.2/yr
A-11147-81651,2012-06-19,"Universal Cargo Management, Inc.","Culver City, CA",Certified,"Market Research Analysts, Level I",38064/yr
A-11305-15616,2012-06-19,"Dahn Yoga & Health Centers, Inc.","Gilbert, AZ",Certified,"Database Administrator, Level II",57616/yr
A-12048-39825,2012-06-19,Bank Of Taiwan-new York Branch,"New York, NY",Certified,"Credit Analysts, Level II",85613/yr
A-12102-53554,2012-06-19,Suny Potsdam,"Potsdam, NY",Certified,"Art, Drama And Music Teachers, Postsecondary",51000/yr
A-12109-55450,2012-06-19,"Crowe Horwath, LLP.","Oakbrook Terrace, IL",Certified,"Accountants And Auditors, Level III",82558/yr
A-12109-55659,2012-06-19,Claflin University,"Orangeburg, SC",Certified,"Computer Science Teachers, Postsecondary, Level I",53835.6/yr
A-12110-55865,2012-06-19,"Crystal Cruises, Inc.","Los Angeles, CA",Certified,"Accountants And Auditors, Level II",60000/yr
A-12110-55906,2012-06-19,"Qualcomm Atheros, Inc.","San Jose, CA",Certified,"Electronics Engineers, Except Computer, Level III",112716/yr
A-12158-69135,2012-06-19,"Zijiu Master School, Inc.","Stone Mountain, GA",Withdrawn,"Editors, Level IV",67891/yr
A-12065-43685,2012-06-18,"Bankers' Toolbox, Inc.","Austin, TX",Certified,"Software Developer, Level II",77105.6/yr
A-12069-45110,2012-06-18,"Yang And Company Cpa, A Professional Corporation","Alhambra, CA",Certified,"Accountants And Auditors, Level II",59737.6/yr
A-12079-47501,2012-06-18,"Arcon Management Co, LLC.","Muskogee, OK",Certified,"Advertising And Promotions Managers, Level III",56000/yr
A-12093-51307,2012-06-18,Angels Hand Wellness,"Long Beach, CA",Certified,"Health Diagnosing And Treating Practioners, All Others, Level I",31324.8/yr
A-12101-53264,2012-06-18,"Cadence Design Systems, Inc.","San Jose, CA",Certified,"Software Developers, Applications, Level II",99652.8/yr
A-11279-10243,2012-06-15,Dawar Technologies,"Pittsburgh, PA",Certified,"Electronics Engineers, Except Computer, Level III",80850/yr
A-12075-46705,2012-06-15,United Airlines,"Chicago, IL",Certified,"Financial Managers, Level II",94994/yr
A-11228-99983,2012-06-14,"Qualcomm, Inc.","San Diego, CA",Certified,"Electronics Engineers, Except Computer, Level III",98821/yr
A-11327-20037,2012-06-14,"E & S International Enterprises, Inc.","Van Nuys, CA",Certified,"Operations Research Analyst, Level II",70179/yr
A-11333-20585,2012-06-14,Precision Gear Incorporated,"College Point, NY",Denied,"Cost Accountant, Level III",89232/yr
A-11292-12749,2012-06-13,Nvidia Corporation,"Santa Clara, CA",Certified,"Electronics Engineers, Level II",95000/yr
A-12074-46309,2012-06-13,"Marvell Semiconductor, Inc.","Santa Clara, CA",Certified,"Electronics Engineers, Except Computer",89000/yr
A-12103-54112,2012-06-13,University Of Kansas,"Lawrence, KS",Certified,"Physics Teachers, Postsecondary, Level I",69000/yr
A-12104-54487,2012-06-13,"Luxshare-ict, Inc.","Milpitas, CA",Certified,"Materials Engineers, Level II",94931/yr
A-12088-49977,2012-06-12,"Houston Fruitland, Inc.","Houston, TX",Certified,"Paralegals And Legal Assistants, Level II",40810/yr
A-12089-50273,2012-06-12,Mirror Books Usa Corp.,"Dix Hills, NY",Certified,"Editors, Level II",49067.2/yr
A-12103-54021,2012-06-12,"Everest Consulting Group, Inc.","Edison, NJ",Certified,"Software Developers, Applications, Level III",91312/yr
A-12039-37033,2012-06-11,Ellsworth Corporation,"Wayne, NJ",Certified,"Accountants, Level II",71906/yr
A-12054-41339,2012-06-11,"Qualcomm, Inc.","San Diego, CA",Certified,"Software Developers, Systems Software, Level II",83595.2/yr
A-12074-46201,2012-06-11,United Nations Foundation,"Washington, DC",Certified,"Network And Computer Systems Administrators, Level II",70283.2/yr
A-12074-46336,2012-06-11,"Ostendo Technologies, Inc.","Carlsbad, CA",Certified,"Electronics Engineer, Level II",85675.2/yr
A-12082-48692,2012-06-11,University Of Florida,"Jacksonville, FL",Denied,"Health Specialties Teachers, Postsecondary, Level II",138703/yr
A-12089-50329,2012-06-11,Tulane University,"New Orleans, LA",Certified,"Assistant Professor, China Area Studies, Level II",55550/yr
A-12093-51211,2012-06-11,Five Branches University,"Santa Cruz, CA",Certified,"Health Specialties Teachers, Postsecondary, Level I",48870/yr
A-12094-51451,2012-06-11,"California State University, Long Beach","Long Beach, CA",Certified,"Health Specialities Teacher, Postsecondary, Level II",73000/yr
A-12062-43288,2012-06-08,University Of Hawaii,"Honolulu, HI",Certified,"Business Teachers, Postsecondary",160000/yr
A-12062-43376,2012-06-08,Tobinworld,"Glendale, CA",Certified,"Teacher, Level I",43160/yr
A-12073-45711,2012-06-08,"Marvell Semiconductor, Inc.","Santa Clara, CA",Certified,"Electronics Engineers, Except Computer",83718/yr
A-12076-46830,2012-06-08,"Wafertech, LLC.","Camas, WA",Certified,"Electrical Engineers, Level II",79706/yr
A-12083-49019,2012-06-08,"Gcc America, Inc.","Walnut, CA",Certified,"Market Research Analyst, Level I",48610/yr
A-12097-52672,2012-06-08,"Integrityware, Inc.","San Diego, CA",Certified,"Engineering Programmer, Level II",65000/yr
A-12066-44211,2012-06-07,"Aeria Games & Entertainment, Inc.","Santa Clara, CA",Certified,"Accountants And Auditors, Level II",71240/yr
A-12088-50079,2012-06-07,"Applied Materials, Inc.","Santa Clara, CA",Certified,Materials Engineers,96774/yr
A-12088-50120,2012-06-07,"Kaye Scholer, LLP.","Los Angeles, CA",Certified,"Lawyers, Level III",166000/yr
A-12088-50131,2012-06-07,"Applied Materials, Inc.","Sunnyvale, CA",Certified,Materials Engineers,96774/yr
A-12100-53084,2012-06-07,"Malonebailey, LLP.","Houston, TX",Withdrawn,"Accountants And Auditors, Level I",43451.2/yr
A-12150-66833,2012-06-07,Acumed,"Hillsboro, OR",Withdrawn,"Compliance Officers, Level II",60000/yr
A-11335-21122,2012-06-06,"King & Spalding, LLP.","New York, NY",Certified,"Lawyers, Level II",185000/yr
A-12060-42637,2012-06-06,Appleseed Montessori School,"Sunnyvale, CA",Certified,"Instructional Coordinators, Level III",65710/yr
A-12061-42901,2012-06-06,"Advanced Ion Beam Technology, Inc.","Fremont, CA",Certified,"Computer Systems Analysts, Level I",55619.2/yr
A-12062-43296,2012-06-06,"Getac, Inc.","Irvine, CA",Certified,"Financial Controller, Level I",101566/yr
A-12090-50872,2012-06-06,Link_a_media Devices Corporation,"Santa Clara, CA",Certified,"Electronics Engineers, Level II",120000/yr
A-11308-16271,2012-06-05,The Packer Collegiate Institute,"Brooklyn, NY",Certified,"Secondary School Teachers, Level III",71217/yr
A-12073-45981,2012-06-05,Tufts-new England Medical Center,"Boston, MA",Certified,"Economics Teachers, Postsecondary, Level I",88200/yr
A-12082-48688,2012-06-05,"Factset Research Systems, Inc.","New York, NY",Certified,"Database Administrators, Level I",55000/yr
A-12094-51547,2012-06-05,"D-link Systems, Inc.","Fountain Valley, CA",Certified,"Industrial Engineers, Level II",71364.8/yr
A-12073-45864,2012-06-04,"Wafertech, LLC.","Camas, WA",Certified,"Electrical Engineers, Level II",79706/yr
A-12074-46202,2012-06-04,"Wafertech, LLC.","Camas, WA",Certified,"Electrical Engineers, Level II",79706/yr
A-12094-51688,2012-06-04,"Acme Accessories, Inc.","El Monte, CA",Certified,"Market Research Analysts, Level I",33467.2/yr
A-12012-30667,2012-06-01,"Calibre International, LLC.","Irwindale, CA",Certified,"Market Reserach Analysts And Marketing Specialists, Level I",33467.2/yr
A-12031-34983,2012-06-01,"Nokia Siemens Networks Us, LLC.","Remond, WA",Certified,"Network And Computer Systems Administrators, Level IV",87266/yr
A-12082-48723,2012-06-01,"Novellus Systems, Inc.","Tualatin, OR",Certified,"Materials Engineers, Level IV",92019.2/yr
A-12086-49508,2012-06-01,Music Institute Of North Texas,"Frisco, TX",Certified,"Self-enrichment Education Teachers, Level IV",43535/yr
A-12145-65819,2012-06-01,Dakota State University,"Madision, SD",Withdrawn,"Assistant Professor Of Finance, Level I",85000/yr
A-12042-38139,2012-05-31,"Terex Usa, LLC.","Waverly, IA",Certified,"Logisticians, Level IV",63295/yr
A-12066-44216,2012-05-31,"China Ting Fashion Group (usa), LLC.","New York, NY",Certified,"Market Specialist, Level I",63000/yr
A-12076-46868,2012-05-31,David Weeks Studio,"Brooklyn, NY",Certified,"Commercial And Industrial Designers, Level II",53500/yr
A-12080-47849,2012-05-31,Lam Research Corporation,"Fremont, CA",Certified,"Materials Engineers, Level III",100000/yr
A-12013-30974,2012-05-30,Diodes Incorporated,"Plano, TX",Certified,"Computer Systems Analysts, Level II",70000/yr
A-12038-36662,2012-05-30,"Kelly Services, Inc.","Houston, TX",Certified,"Construction Managers, Level II",55/hr
A-12040-37593,2012-05-30,"Mti Laboratory, Inc.","El Segundo, CA",Certified,"Electronics Engineers, Except Computer, Level II",86674/yr
A-12047-39358,2012-05-30,University Of Minnesota,"Minneapolis, MN",Certified,"Assistant Professor, Department Of Mathematics, Level I",81000/yr
A-12066-44202,2012-05-30,Linear Technology Corporation,"Milpitas, CA",Certified,"Electronics Engineers, Except Computer, Level II",94432/yr
A-12067-44549,2012-05-30,"Advantest America, Inc.","Santa Clara, CA",Certified,"Electronics Engineer, Except Computer",84354/yr
A-12076-47053,2012-05-30,University Of Virginia,"Charlottesville, VA",Certified,"Lecturer, Level I",47000/yr
A-11214-96849,2012-05-29,The President And Fellows Of Middlebury Colleg,"Monterey, CA",Certified,"Foreign Language And Literature Teachers, Level I",68160/yr
A-11273-09185,2012-05-29,Great Eastern Bank Of Florida,"Miami, FL",Denied,"Loan Counselor, Level III",44700/yr
A-11292-12940,2012-05-29,"Ase (u.s.), Inc.","Sunnyvale, CA",Denied,"Sales Managers, Level I",67288/yr
A-11305-15356,2012-05-29,Ibm Corporation,"Somers, NY",Certified,"Computer And Information Research Scientists, Level I",45780.8/yr
A-11318-18175,2012-05-29,Innodisk Corporation,"Fremont, CA",Denied,"Computer Systems Analysts (now Oes 15-1121), Level II",70866/yr
A-12047-39608,2012-05-29,One Kings Lane,"San Francisco, CA",Certified,"Computer Software Engineers, Applications, Level III",110000/yr
A-12081-48266,2012-05-29,"Balance Acupuncture And Herbs, Inc.","San Antonio, TX",Certified,"Acupuncturist, Level I",42473.6/yr
A-12079-47244,2012-05-25,"Zeybekoglu Nayman Associates, Inc.","Cambridge, MA",Certified,"Sr. Architecutral Designer, Level II",68619.2/yr
A-12079-47376,2012-05-25,"Wintec Industries, Inc.","Milpitas, CA",Certified,"Database Administrators, Level II",76003.2/yr
A-12081-48125,2012-05-25,"Beyondbond, Inc.","New York, NY",Certified,"Statisticians, Level I",45094.4/yr
A-12040-37685,2012-05-24,Wallace Rowe & Associates,"Pleasant Hill, CA",Certified,"Accountants And Auditors, Level II",66268.8/yr
A-12046-39241,2012-05-24,"Netapp, Inc.","Sunnyvale, CA",Certified,"Computer Software Engineers, Systems Software",89500/yr
A-12060-42530,2012-05-24,"50cubes, Inc.","San Francisco, CA",Certified,"Senior Illustrator, Level III",73403.2/yr
A-12065-43823,2012-05-24,"Iwin, Inc.","San Francisco, CA",Certified,"Graphic Designers, Level II",62000/yr
A-11313-17100,2012-05-23,"Spreadtrum Communications Usa, Inc.","San Diego, CA",Denied,"Network And Computer Systems Administrator, Level IV",84302/yr
A-11362-27213,2012-05-23,Marshall University,"Huntington, WV",Denied,"Civil Engineers, R&d, Level II",50856/yr
A-12020-32323,2012-05-23,"Crystal Window & Door Systems, Ltd.","Flushing, NY",Certified,"Public Relations Specialist, Level II",58635.2/yr
A-12022-32621,2012-05-23,"Geyer Coburn Hutchins, LLC.","Seattle, WA",Certified,"International Lanscape Designer, Level II",52478.4/yr
A-12037-36559,2012-05-23,"Mti Laboratory, Inc.","El Segundo, CA",Certified,"Computer Software Engineers, Systems Software (now 15-1133), Level II",86300/yr
A-12044-38252,2012-05-23,International Paper Company,"Memphis, TN",Certified,"Market Research Analysts And Markteting Specialists, Level II",50600/yr
A-12047-39342,2012-05-23,The Travelers Indemnity Company,"Hartford, CT",Certified,"Statisticians, Level II",86549/yr
A-12065-43719,2012-05-23,"J. Lan Cpa, Inc.","Artesia, CA",Certified,"Accountant, Level II",59737.6/yr
A-12068-44842,2012-05-23,"Fortune Footwear, Inc.","New York, NY",Certified,"Logisticians, Level II",59113.6/yr
A-11270-08478,2012-05-22,"Ablecom Computer, Inc.","San Jose, CA",Certified,"Mechanical Engineer, Level I",75000/yr
A-11314-17681,2012-05-22,"Oracle America, Inc.","Redwood Shores, CA",Certified,"Computer Systems Analyst, Level II",93000/yr
A-12031-35048,2012-05-22,"Ireservoir.com, Inc.","Littleton, CO",Certified,"Reservoir Characterization Geoscientist, Level I",56576/yr
A-12047-39452,2012-05-22,"One And Company Design, Inc.","San Francisco, CA",Certified,"Commercial And Industrial Designers, Level IV",85560/yr
A-12067-44582,2012-05-22,"Inertech Supply, Inc.","Monterey Park, CA",Certified,"Management Analyst, Level II",72239/yr
A-11340-22138,2012-05-21,American First National Bank,"Houston, TX",Certified,"Accountants And Auditors, Level II",57700/yr
A-12023-32844,2012-05-21,"Superior Logistic, Inc.","Walnut, CA",Certified,"Market Research Analysts And Marketing Specialists, Level I",33467.2/yr
A-12037-36551,2012-05-21,"Mti Laboratory, Inc.","El Segundo, CA",Certified,"Electronics Engineers, Except Computer, Level II",86674/yr
A-12053-40986,2012-05-21,Pixar,"Emeryville, CA",Certified,"Multimedia Artists And Animators, Level II",76419.2/yr
A-12055-41521,2012-05-21,"Apc America, Inc.","North Billerica, MA",Certified,"Computer Systems Analysts, Level II",82660/yr
A-12062-43261,2012-05-21,Scs Energy,"Reston, VA",Certified,"Project Managers, Level II",87027.2/yr
A-12074-46302,2012-05-21,Fort Hays State University,"Hays, KS",Certified,"Communications Teachers, Postsecondary, Level I",47000/yr
A-11033-51440,2012-05-18,Sparqtron Corporation,"Fremont, CA",Certified,"Computer Systems Analysts, Level I",54579/yr
A-11350-25049,2012-05-18,"Foremost Groups, Inc.","East Hanover, NJ",Certified,"Compliance Officers, Except Agriculture, Construction, Health An, Level III",75000/yr
A-12016-31192,2012-05-18,Abbott Laboratories,"Abbott Park, IL",Certified,"Statisticians, Level II",83000/yr
A-12020-32418,2012-05-18,"Marvell Semiconductor, Inc.","Santa Clara, CA",Certified,"Electronics Engineers, Except Computer",85000/yr
A-12023-32773,2012-05-18,"Pinkyotto, Inc.","New York, NY",Certified,"Logisticians, Level II",59113.6/yr
A-12028-34356,2012-05-18,American Asia Express Corp,"New York, NY",Certified,"Public Relations Specialists, Level II",58635.2/yr
A-12037-36522,2012-05-18,Qlink L.p.,"Grapevine, TX",Certified,"Management Analysts, Level II",62587/yr
A-12060-42524,2012-05-18,"Integrated Financial Engineering, Inc.","Rockville, MD",Certified,"Financial Analysts, Level II",67308.8/yr
A-12062-43220,2012-05-18,"Everglow Furniture Components, Inc.","Carson, CA",Certified,"Marketing Analyst, Level I",38392/yr
A-12062-43275,2012-05-18,"Tartan Fashion, Inc.","El Monte, CA",Certified,"Marketing Analyst, Level I",35300/yr
A-11215-97380,2012-05-17,Cervelli Management Corp.,"North Bergen, NJ",Certified,"Buidling Technology Engineer, Level I",60100/yr
A-11347-23975,2012-05-17,The Lighting Science Group Corporation,"Satellite Beach, FL",Certified,"Senior Test Engineer, Level III",81308/yr
A-12012-30665,2012-05-17,"Qualcomm, Inc.","San Diego, CA",Certified,"Software Developers, Systems Software*, Level II",96680/yr
A-12013-30826,2012-05-17,"Rfh International, Inc.","Flushing, NY",Certified,"Graphic Designers, Level II",48152/yr
A-12044-38238,2012-05-17,"Amazon Fulfillment Services, Inc.","Seattle, WA",Certified,"Computer Software Engineers, Applications, Level II",84303/yr
A-12044-38436,2012-05-17,Texas Instruments Incorporated,"Tucson, AZ",Certified,"Electronics Engineers, Except Computer, Level III",100020/yr
A-12047-39556,2012-05-17,"Lam & Associates, Ltd","Annandale, VA",Certified,"Computer Software Engineers, Applications, Level II",83762/yr
A-12052-40389,2012-05-17,"Applied Materials, Inc.","Sunnyvale, CA",Certified,Materials Engineers,81511/yr
A-12054-41241,2012-05-17,Orbitz Worldwide,"Chicago, IL",Certified,"Computer And Information Systems Managers, Level III",116708.8/yr
A-12059-42369,2012-05-17,"Nsg Technology, Inc.","San Jose, CA",Certified,"Network And Computer Systems Administrators, Level II",83595.2/yr
A-12053-40985,2012-05-16,"Iswifter, Inc.","Menlo Park, CA",Certified,"Software Developers, Applications, Level II",115000/yr
A-12058-42034,2012-05-16,"Viverrae, LLC.","Bellingham, WA",Certified,"Computer Software Engineers, Applications, Level II",60154/yr
A-11357-26670,2012-05-15,General Electric Co. (ge Healthcare),"Waukesha, WI",Certified,"Financial Managers, Level I",68000/yr
A-11362-27257,2012-05-15,Bkf Engineers,"Redwood City, CA",Withdrawn,"Civil Engineer, Level II",78770/yr
A-12018-31829,2012-05-15,Sms Infocomm Corporation,"El Paso, TX",Certified,"Industrial Engineers, Level II",70034/yr
A-12052-40453,2012-05-15,Accord Renal Medical Corp.,"Alhambra, CA",Certified,"Health Diagnosing And Treating Practitioners, All Other, Level I",80000/yr
A-11362-27384,2012-05-14,"Reel Fx, Inc.","Dallas, TX",Certified,"Multi-media Artists And Animators, Level III",65374.4/yr
A-12030-34550,2012-05-14,International Planning & Research Corp,"Maynard, MA",Certified,"Market Research Analysts, Level I",80000/yr
A-12027-34110,2012-05-11,"Siemens Plm Software, Inc.","Cypress, CA",Certified,"Computer And Info Research Scientists, Level I",84053/yr
A-12032-35090,2012-05-11,Himax Imaging Corp.,"Irvine, CA",Certified,"Electronics Engineers, Except Computer, Level IV",111135/yr
A-12047-39557,2012-05-11,"Google, Inc.","Mountain View, CA",Certified,"Computer And Information Research Scientists, Level I",150000/yr
A-12052-40397,2012-05-11,"Tobe Staffresources, Inc.","Alhambra, CA",Certified,"Art Directors, Level II",90000/yr
A-12074-46142,2012-05-11,Stevenson & Associates,"Woburn, MA",Denied,Civil Engineers,66000/yr
A-12033-35649,2012-05-10,"All Seasons Door & Window, Inc.","East Brunswick, NJ",Certified,"15-1142 Network And Computer Systems Administrators, Level I",51708.8/yr
A-12041-37883,2012-05-10,"Google, Inc.","Mountain View, CA",Certified,"Software Developers, Applications, Level II",110000/yr
A-12131-62069,2012-05-10,"Samsung Information Systems America, Inc.","Irvine, CA",Withdrawn,"Software Developers, Systems Software, Level IV",118249/yr
A-12131-62125,2012-05-10,"Samsung Information Systems America, Inc.","Irvine, CA",Withdrawn,"Software Developers, Systems Software, Level IV",118249/yr
A-11356-26436,2012-05-09,"Aurionpro Solutions, Inc.","San Ramon, CA",Certified,"Computer Systems Analysts, Level II",75000/yr
A-12031-35053,2012-05-09,"Golden Valley Systems, Inc.","Milpitas, CA",Certified,"Credit Analysts, Level II",55266/yr
A-12038-36865,2012-05-09,"Tula Technology, Inc.","Santa Clara, CA",Certified,"Mechanical Engineers, Level II",92000/yr
A-12041-38072,2012-05-09,Sandisk Corporation,"Milpitas, CA",Certified,"Accountants And Auditors, Level III",88754/yr
A-12043-38176,2012-05-09,"Solar Link International, Inc.","Ontario, CA",Certified,"Senior Accountant, Level II",54516.8/yr
A-12045-38632,2012-05-09,Trustworthy Mortgage Corp,"Vienna, VA",Certified,"Financial Analysts, Level II",69868/yr
A-12045-38923,2012-05-09,"Wang Insurance Agency, Inc.","San Francisco, CA",Certified,"Accountants And Auditors, Level II",69451.2/yr
A-12052-40402,2012-05-09,"Hermes Microvision, Inc.","San Jose, CA",Certified,"Mechanical Engineers, Level II",87796.8/yr
A-12052-40418,2012-05-09,West Coast Spine + Ortho,"Los Angeles, CA",Certified,"Network And Computer Systems Administrator, Level II",63752/yr
A-10347-38595,2012-05-08,Texas Home Makeover Expo,"Katy, TX",Denied,"Civil Engineers, Level I",61256/yr
A-12004-28550,2012-05-08,Texas Instruments Incorporated,"Dallas, TX",Certified,"Electronics Engineers, Level II",85020/yr
A-12009-29604,2012-05-08,"Nsg Technology, Inc.","Houston, TX",Certified,"Electronics Engineers, Except Computer, Level II",80000/yr
A-12010-29844,2012-05-08,"Admerasia, Inc.","New York, NY",Certified,"Public Relations Specialists, Level II",58635.2/yr
A-12044-38318,2012-05-08,Memorial Sloan-kettering Cancer Center,"New York, NY",Certified,"Biological Technicians, Level II",46504/yr
A-12044-38386,2012-05-08,"Major Trading, Inc.","Wood Dale, IL",Certified,"Operations Research Analysts, Level I",50000/yr
A-12046-39143,2012-05-08,"Facebook, Inc.","Menlo Park, CA",Certified,"Computer Software Engineers, Applications [see Box H.14], Level II",125000/yr
A-12047-39569,2012-05-08,"California State University, Fullerton","Fullerton, CA",Certified,"Business Teachers, Postsecondary",111000/yr
A-11098-69829,2012-05-07,Oak Knoll Kinderhaus Montessori,"Pasadena, CA",Denied,"Elementary School Teachers, Except Special Education, Level II",51327/yr
A-11256-05480,2012-05-07,Coleman Group Consulting,"Chicago, IL",Certified,"Computer Systems Analysts, Level II",70000/yr
A-12032-35320,2012-05-07,Appalachian State University,"Boone, NC",Certified,"Business Teachers, Postsecondary, Level I",100000/yr
A-11293-13256,2012-05-04,"Trans Wagon Int'l (u.s.a.) Co., Ltd.","Walnut, CA",Denied,"Marketing Analyst, Level I",38200/yr
A-12040-37650,2012-05-04,Angelo State University,"San Angelo, TX",Denied,"Health Specialties Teachers, Postsecondary, Level II",77000/yr
A-11277-09805,2012-05-03,"Zuora, Inc.","Redwood City, CA",Certified,"Computer Software Engineers, Applications, Non R&d(new Oes Code:, Level II",92019.2/yr
A-11283-10864,2012-05-03,"Wafertech, LLC.","Camas, WA",Certified,"Mechanical Engineers, Level II",71282/yr
A-11297-13883,2012-05-03,General Motors Company,"Detroit, MI",Certified,"Accountants, Level III",75000/yr
A-11182-90006,2012-05-02,"Google, Inc.","Mountain View, CA",Certified,"Software Developers, Applications, Level II",142500/yr
A-11227-99608,2012-05-02,"Arizona Recycling Corporation, Inc.","Phoenix, AZ",Certified,"Marketing Managers, Level I",47611/yr
A-12072-45341,2012-05-02,Us Army Defense Language Institute Foreign La,"Monterey, CA",Withdrawn,"Foreign Language And Literature Teachers, Postsecondary",51377.96/yr
A-11285-11294,2012-05-01,Oakland University,"Rochester, MI",Certified,"Assistant Professor Of Engineering, Level I",78023/yr
A-12033-35748,2012-05-01,"Ing Investment Management, LLC.","Atlanta, GA",Certified,"Accountants And Auditors, Level II",58700/yr
A-12037-36344,2012-05-01,Jp Morgan Chase & Co,"Wilmington, DE",Certified,"Statisticians, Level II",86000/yr
A-12037-36566,2012-05-01,"Novellus Systems, Inc.","Tualatin, OR",Certified,"Materials Engineers, Level II",73132.8/yr
A-12040-37725,2012-05-01,Hitachi Global Storage Technologies,"San Jose, CA",Certified,Industrial Engineers,102833/yr
A-08319-05970,2012-04-30,Microsoft Corporation,"Redmond, WA",Certified,"Computer Software Engineers, Systems, Level II",83000/yr
A-11220-98161,2012-04-30,"Magic Brothers Associate, Inc.,","Milbrae, CA",Certified,"Market Research Analysts, Level I",54400/yr
A-11291-12607,2012-04-30,Amax Engineering Corporation,"Fremont, CA",Denied,"Graphic Designers, Level II",46758/yr
A-11332-20269,2012-04-30,"Master Cutlery, Inc.","Secaucus, NJ",Denied,"Market Research Analysts, Level I",44616/yr
A-11362-27357,2012-04-30,Jds Uniphase Corporation,"Milpitas, CA",Certified,"Physicists, Level I",122000/yr
A-11364-27824,2012-04-30,Thq,"Agoura Hills, CA",Certified,"Art Director, Level IV",145122/yr
A-12036-36227,2012-04-30,"Formosa Plastics Corporation, Texas","Point Comfort, TX",Certified,"Staff Engineer, Level I",65320/yr
A-12039-37329,2012-04-30,Advantech Corporation,"Milpitas, CA",Certified,"Computer Systems Analysts (now Oes 15-1121), Level II",79102.4/yr
A-11135-78293,2012-04-27,"Dls International Service, LLC.","Carson, CA",Denied,Market Research Analyst,38064/yr
A-11203-94855,2012-04-26,Test-rite Products Corp.,"Ontario, CA",Certified,"Computer Systems Engineers/architects, Level II",62712/yr
A-11272-08898,2012-04-25,Sky Image Entertainment Incorporated,"Sunny Isles Beach, FL",Certified,"Operations Research Analyst, Level I",38771.2/yr
A-11361-27131,2012-04-25,Blackrock Financial Management,"New York, NY",Certified,"Computer Systems Analyst* (see H14), Level IV",105456/yr
A-11259-06221,2012-04-24,"Marvell Semiconductor, Inc.","Santa Clara, CA",Certified,"Electronics Engineers, Except Computer",84335/yr
A-12012-30425,2012-04-24,"Wuyufar, LLC.","Wichita Fallas, TX",Certified,"Graphic Designers, Level II",28850/yr
A-12013-31031,2012-04-24,"Halozyme, Inc.","San Diego, CA",Certified,"Biochemists & Biophysicists, Level I",51854.4/yr
A-12067-44352,2012-04-24,Wen-hsing Lai,"Brookline, MA",Denied,,10/hr
A-11265-07518,2012-04-23,Speciality Import Products Dba Bamboo Depot,"Lakeland, FL",Certified,"Market Research Analysts, Level I",32500/yr
A-11267-07908,2012-04-23,"Allway Tools, Inc.","Bronx, NY",Certified,"Management Analysts, Level II",78645/yr
A-12013-30817,2012-04-20,Goffa International Corp.,"Brooklyn, NY",Certified,"Meeting And Convention Planners, Level II",48526.4/yr
A-12018-31583,2012-04-19,West Virginia University,"Montgomery, WV",Certified,"Assistant Professor, Level II",65000/yr
A-12019-31970,2012-04-19,Panasonic Corporation Of North America,"Universal City, CA",Certified,"Software Developers, Systems Software, Level II",86299.2/yr
A-12023-32727,2012-04-19,"Woodfield Fund Administration, LLC.","Rolling Meadows, IL",Certified,"Offshore Funds Coordinator, Level II",65936/yr
A-12025-33363,2012-04-19,University Of Wisconsin - Platteville,"Platteville, WI",Certified,"Assistant Professor, Level I",63000/yr
A-12027-34033,2012-04-19,The University Of Wisconsin At Whitewater,"Whitewater, WI",Certified,"Assistant Professor, Level I",105000/yr
A-12109-55715,2012-04-19,"Qualcomm Atheros, Inc.","San Jose, CA",Withdrawn,"Electronics Engineers, Except Computer, Level III",112716/yr
A-11188-90868,2012-04-18,Yai/new York League For Early Learning,"College Point, NY",Certified,"Special Education Teachers, Preschool, Kindergarten, And Element, Level II",57620/yr
A-11215-97395,2012-04-18,"Allure Home Creation Co., Inc.","Boonton, NJ",Certified,"Accountants, Level II",67683/yr
A-11272-08973,2012-04-18,"Chang, Chang, Chen & Company, Cpa's","Diamond Bar, CA",Certified,"Accountants, Level II",57387/yr
A-12094-51634,2012-04-18,"Qualcomm Atheros, Inc.","San Jose, CA",Withdrawn,"Electronics Engineers, Except Computer, Level III",112716/yr
A-08303-00724,2012-04-17,Microsoft Corporation,"Redmond, WA",Certified,"Managers, All Other, Level II",89939/yr
A-11336-21459,2012-04-13,"Omnivision Technologies, Inc.","Santa Clara, CA",Certified,"Sales Engineer, Level II",106745.6/yr
